SGI,med_10m,med_20m
B63-13,-1.5585,-0.6665000000000001
B63-15,-2.878,-1.2774999999999999
B63-16,-0.7195,-0.1865
B63-17,-0.66,-0.1765
B63-18,-4.2415,-1.9945
B63-19,0,0
B64-06,-3.717,-1.832
B72-02,-0.46,-0.1405
B72-03,-0.735,-0.1905
B72-06,-4.4815000000000005,-2.58
B72-09,0,0
B72-10,0,0
B72-12,0,0
B72-13,0,0
B72-16,-1.7205,-1.043
B72-17,-1.1604999999999999,-0.4745
B72-18,-0.013,0
C00-07,-0.828,-0.377
C00-08,0,0
C00-09,-2.7,0
C00-11,0,0
C01-02,-0.5405,-0.273
C01-03,-0.8105,-0.386
C01-05,-3.994,-2.1814999999999998
C01-07,0,0
C01-09,0,0
C01-10,-1.21,-0.6839999999999999
C02-02,-0.537,-0.263
C02-03,-0.5395000000000001,-0.2735
C02-05,-0.5035000000000001,-0.13
C02-06,-0.6315,-0.312
C02-10,-0.6555,0
C03-04,-0.5625,-0.26
C04-01,-0.941,-0.4705
C14-11,-0.536,-0.28
C14-12,0,0
C14-15,-0.4755,-0.2525
C14-17,-0.7195,-0.3975
C14-21,-0.478,-0.175
C32-01,-0.1905,-0.045
C32-02,-0.86,-0.4065
C32-03,-0.6074999999999999,-0.27
C32-05,0,0
C33-08,-0.383,-0.1965
C34-01,-0.694,-0.327
C35-02,0,0
C35-05,0,0
C35-09,0,0
C36-02,-0.03,0
C36-04,0,0
C42-02,-0.408,-0.1105
C42-03,0,0
C43-03,-0.811,0
C43-04,-1.3625,-0.58
C43-06,-0.321,-0.135
C43-07,-0.191,0
C43-09,0,0
C44-02,-0.386,-0.1045
C45-03,-0.8165,-0.3025
C45-05,-0.418,0
C46-02,-0.2415,0
C46-03,0,0
C51-02,-1.3185,-0.611
C51-04,-0.681,-0.279
C53-02,-0.3105,-0.127
C53-08,-0.2755,-0.118
C82-01,-1.3505,-0.6535
C82-02,-0.776,-0.26
C82-03,-1.2610000000000001,-0.583
C83-04,0,0
C83-05,-0.9824999999999999,-0.467
C83-07,-1.378,-0.733
C83-08,0,0
C83-15,-0.8494999999999999,-0.1895
C84-02,0,0
C84-09,0,0
C84-12,0,0
C84-14,-0.7605,-0.3515
C85-03,-0.222,-0.074
C85-08,-0.458,-0.218
C85-09,-0.4455,-0.20350000000000001
C85-10,-0.2905,0
C85-11,0,0
C92-05,0,0
C93-02,-0.8145,0
C93-07,0,0
C93-08,-0.257,-0.069
C93-11,0,0
C95-01,-1.443,-0.7075
Dems,0,0
E02-05,-1.2755,-0.5945
E03-11,-0.239,-0.068
E04-01,0,0
E15-04,0,0
E15-05,-0.195,0
E15-13,-0.269,-0.019
E15-18,-0.934,-0.4185
E15-19,-0.196,0
E20-02,-1.9255,-0.368
E20-03,-0.9035,-0.3045
E21-07,0,0
E21-08,0,0
E22-06,-1.634,-0.739
E22-07,-1.6395,-0.9195
E22-08,-0.9895,-0.373
E22-10,-0.935,-0.4225
E22-13,-1.079,-0.4685
E22-14,-4.162,-2.154
E23-01,0,0
E23-02,-0.879,-0.2465
E23-03,0,0
E23-04,-1.1480000000000001,-0.506
E23-09,-2.068,-0.955
E23-12,-1.2999999999999998,-0.56
E23-13,-1.0525,-0.4335
E23-15,-0.9775,-0.366
E23-16,-1.64,-0.8045
E23-17,-1.5855000000000001,-0.7675000000000001
E23-20,-1.1669999999999998,-0.493
E24-01,-0.646,0
E24-04,-1.7345000000000002,-0.9265000000000001
E25-01,-1.9264999999999999,-0.878
E25-03,-1.5005000000000002,-0.4855
E25-06,0,0
E25-07,-1.0915,-0.582
E26-02,-1.6644999999999999,-0.8285
E26-04,-1.3595000000000002,-0.6275
E26-05,0,0
E32-02,-0.862,-0.3505
E33-01,-2.7335000000000003,-1.6675
E35-02,-1.0230000000000001,-0.53
E35-04,-0.452,0
E35-08,0,0
E35-09,-1.315,-0.1805
E35-11,-0.857,0
E35-15,0,0
E35-17,0,0
E35-18,-1.8995,-0.8915
E35-19,-1.7235,-0.929
E35-25,0,0
E35-26,-0.8485,-0.37
E35-27,-1.291,-0.6385000000000001
E41-03,-1.222,-0.4355
E41-04,-1.028,0
E42-01,-0.8285,-0.371
E42-02,-0.8745,-0.4055
E42-08,-1.9095,-1.1315
E42-10,-1.5335,-0.741
E43-04,-1.4675,-0.608
E43-06,0,0
E44-02,-1.2295,-0.6465000000000001
E44-08,0,0
E45-07,-1.0945,-0.4745
E45-09,-1.2605,-0.636
E46-01,-1.261,-0.7364999999999999
E46-03,-0.8755,-0.23399999999999999
E46-05,-0.739,-0.356
E46-06,-1.1505,-0.7004999999999999
E46-08,-0.416,0
E50-02,-0.978,-0.5185
E50-04,-0.7685,-0.4065
E50-06,-0.845,-0.461
E51-01,-0.5025,-0.1075
E51-03,-0.9335,-0.5805
E51-05,0,0
E51-06,-1.151,-0.637
E51-10,-0.6885,-0.176
E52-02,-0.716,-0.3515
E52-03,-0.8945000000000001,-0.4675
E52-05,0,0
E52-06,-2.137,-1.2235
E54-01,-0.761,-0.356
E73-02,-1.116,-0.5355000000000001
E73-08,-1.4525000000000001,-0.7364999999999999
