SGI,med_10m,med_20m
B63-02,0,0
B63-03,-1.7665,-0.7124999999999999
B63-07,-1.395,-0.583
B63-10,-1.718,-0.8105
B63-13,-0.9584999999999999,-0.617
B63-15,-1.7305000000000001,-0.546
B63-16,-0.861,-1.485
B63-17,-0.1185,-0.039
B63-18,-4.318,-1.9245
B63-19,0,0
B64-06,-0.0115,-0.007
B72-02,-1.7095,-0.7985
B72-03,-0.261,-0.068
B72-06,-0.3515,-0.0965
B72-09,0,0
B72-10,0,0
B72-12,-1.6135000000000002,0
B72-13,0,0
B72-16,-1.2245,-0.453
B72-17,-1.409,-0.5725
B72-18,-1.0825,-0.502
C00-07,-0.281,-0.124
C00-08,0,0
C00-09,-2.1704999999999997,-0.8325
C00-11,0,0
C01-02,-0.366,-0.172
C01-03,-0.782,-0.3615
C01-05,-1.4895,-0.6255
C01-07,0,0
C01-09,0,0
C01-10,-0.2945,-0.1145
C02-02,-0.4075,-0.1925
C02-03,-0.2895,-0.123
C02-05,-2.4895,-1.1705
C02-06,-0.821,-0.471
C02-10,-0.0565,-0.023
C03-04,-0.695,-0.3045
C04-01,-0.9764999999999999,-0.4505
C14-11,-0.472,-0.2385
C14-12,0,0
C14-15,-0.4925,-0.2555
C14-17,-0.6045,-0.3055
C14-21,-0.765,-0.416
C32-01,-0.131,-0.046
C32-02,-1.036,-0.5814999999999999
C32-03,-0.122,-0.032
C32-05,-0.271,0
C33-08,-0.3575,-0.1765
C34-01,-0.925,-0.4925
C35-02,0,0
C35-05,0,0
C35-09,0,0
C36-02,-0.036,-0.006
C36-04,0,0
C42-02,-0.3255,-0.0885
C42-03,0,0
C43-03,-0.3065,0
C43-04,-1.2245,-0.549
C43-06,-0.3395,-0.213
C43-07,-0.2775,-0.0995
C43-09,0,0
C44-02,-0.632,-0.205
C45-03,-1.444,-0.6325000000000001
C45-05,-0.8305,-0.389
C46-02,-0.4485,-0.1895
C46-03,0,0
C51-02,-1.2235,-0.5575000000000001
C51-04,-0.665,-0.289
C53-02,-0.6984999999999999,-0.323
C53-08,-0.271,-0.084
C82-01,-0.869,-0.338
C82-02,-1.108,-0.4375
C82-03,-1.268,-0.5905
C83-04,-0.2105,0
C83-05,-0.8434999999999999,-0.324
C83-07,-1.755,-0.904
C83-08,0,0
C83-15,-1.3395000000000001,-0.612
C84-02,0,0
C84-09,0,0
C84-12,0,0
C84-14,-0.584,-0.2195
C85-03,-0.475,-0.209
C85-08,-0.0465,-0.014
C85-09,-0.114,-0.036
C85-10,-0.7415,-0.374
C85-11,0,0
C92-05,0,0
C93-02,-1.4615,-0.6995
C93-07,0,0
C93-08,-0.18,-0.0455
C93-11,0,0
C95-01,-1.2694999999999999,-0.5585
Dems,0,0
E02-05,-1.003,-0.42
E03-11,-1.195,-0.599
E04-01,0,0
E15-04,0,0
E15-05,-0.3865,0
E15-13,-0.5095000000000001,-0.163
E15-18,-0.49,0
E15-19,-0.2185,-0.016
E20-02,-1.6795,-0.74
E20-03,-0.08499999999999999,-0.018
E21-07,0,0
E21-08,0,0
E22-06,-1.2614999999999998,-0.5285
E22-07,-0.943,-0.3795
E22-08,-1.587,-0.651
E22-10,-0.695,-0.207
E22-13,-2.1725000000000003,-1.303
E22-14,-0.4645,-0.1495
E23-01,0,0
E23-02,-1.1230000000000002,-0.3655
E23-03,0,0
E23-04,-0.8645,-0.1495
E23-09,-1.2854999999999999,-0.336
E23-12,-1.0975000000000001,-0.3665
E23-13,-0.95,-0.2515
E23-15,-1.129,-0.3615
E23-16,-1.4129999999999998,-0.562
E23-17,-1.2725,-0.46950000000000003
E23-20,-1.4135,-0.5205
E24-01,-1.3375,-0.5674999999999999
E24-04,-0.895,-0.2845
E25-01,-1.6444999999999999,-0.5945
E25-03,-1.079,-0.281
E25-06,0,0
E25-07,-0.8145,-0.331
E26-02,-1.2440000000000002,-0.5315000000000001
E26-04,-0.961,-0.3805
E26-05,-1.0354999999999999,-0.363
E32-02,-0.659,-0.2735
E33-01,-0.39,-0.113
E35-02,-0.1585,-0.035
E35-04,-0.8625,-0.292
E35-08,0,0
E35-09,-0.846,-0.3435
E35-11,-0.2405,-0.027
E35-15,0,0
E35-17,0,0
E35-18,-1.367,-0.5805
E35-19,-1.427,-0.657
E35-25,0,0
E35-26,-1.46,-0.742
E35-27,-1.691,-0.9085000000000001
E41-03,-1.487,-0.652
E41-04,-0.665,-0.1945
E42-01,-1.214,-0.4785
E42-02,-1.5554999999999999,-0.739
E42-08,-1.5245,-0.7835000000000001
E42-10,-1.6775,-0.861
E43-04,-1.7890000000000001,-0.91
E43-06,0,0
E44-02,-0.9675,-0.4815
E44-08,0,0
E45-07,-1.4449999999999998,-0.7775000000000001
E45-09,-1.254,-0.624
E46-01,-1.4809999999999999,-0.909
E46-03,-1.1275,-0.5315000000000001
E46-05,-1.0605,-0.5365
E46-06,-1.021,-0.56
E46-08,-0.6725000000000001,-0.2715
E50-02,-0.128,-0.0535
E50-04,-0.6425000000000001,-0.314
E50-06,-0.72,-0.3705
E51-01,-1.008,-0.52
E51-03,-1.0425,-0.5625
E51-05,0,0
E51-06,-1.019,-0.5425
E51-10,-1.074,-0.5854999999999999
E52-02,-0.703,-0.3435
E52-03,-0.7885,-0.391
E52-05,0,0
E52-06,-0.4035,-0.138
E54-01,-0.778,-0.3555
E73-02,-1.056,-0.507
E73-08,-0.9944999999999999,-0.491
