SGI,med_10m,med_20m
C44-02,-0.006,-0.004
C45-03,-1.0935000000000001,-0.4175
C45-05,-0.9295,-0.247
C46-02,-0.074,-0.0265
C46-03,0,0
C51-02,-0.1245,-0.024
C51-04,-0.40700000000000003,-0.1115
C53-02,-0.115,-0.02
C53-08,-0.112,-0.0285
C82-01,-0.349,-0.06
C82-02,-0.758,0
C82-03,-0.022,-0.006
C83-04,-0.001,0
C83-05,-0.2245,-0.061
C83-07,-0.848,-0.297
C83-08,0,0
C83-15,-1.2120000000000002,-0.5085
C84-02,0,0
C84-09,0,0
C84-12,0,0
C84-14,-0.004,-0.002
C85-03,-0.005,-0.003
C85-08,-0.0,-0.0
C85-09,-0.0,-0.0
C85-10,-0.01,-0.005
C85-11,0,0
C92-05,0,0
C93-02,-1.0405,-0.423
C93-07,0,0
C93-08,-0.014,0
C93-11,0,0
C95-01,-0.001,-0.001
Dems,0,0
E02-05,-0.302,-0.055
E03-11,-0.4135,-0.136
E04-01,0,0
E15-04,0,0
E15-05,-0.5345,-0.1465
E15-13,-0.4545,-0.142
E15-18,-1.8125,0
E15-19,-0.0655,0
E20-02,-1.3735,-0.4775
E20-03,-2.113,-0.85
E21-07,0,0
E21-08,0,0
E22-06,-0.1425,-0.0335
E22-07,-0.0135,0
E22-08,-0.0655,-0.015
E22-10,-0.001,-0.0
E22-13,-0.018,-0.007
E22-14,-0.836,-0.281
E23-01,0,0
E23-02,-0.08,-0.018
E23-03,0,0
E23-04,-0.024,-0.013
E23-09,-0.026,-0.008
E23-12,-1.0005,-0.2585
E23-13,-0.335,0
E23-15,-1.157,-0.265
E23-16,-0.214,-0.048
E23-17,-0.337,-0.053
E23-20,-0.165,-0.04
E24-01,-0.516,-0.129
E24-04,-0.2235,0
E25-01,-0.446,-0.11599999999999999
E25-03,-0.051,-0.024
E25-06,0,0
E25-07,-0.2385,-0.046
E26-02,-0.3635,-0.093
E26-04,-0.449,-0.118
E26-05,-0.136,-0.02
E32-02,-0.658,-0.2605
E33-01,-0.0,-0.0
E35-02,-0.103,-0.0245
E35-04,-0.4725,-0.1405
E35-08,0,0
E35-09,-0.016,-0.007
E35-11,-0.0,0
E35-15,0,0
E35-17,0,0
E35-18,-1.2029999999999998,0
E35-19,-0.9704999999999999,-0.424
E35-25,0,0
E35-26,-0.6825000000000001,-0.2385
E35-27,-0.492,-0.1505
E41-03,-1.3315000000000001,-0.549
E41-04,-0.042,-0.021
E42-01,-0.163,-0.0295
E42-02,-0.004,-0.0
E42-08,-1.0750000000000002,-0.436
E42-10,-1.3495,-0.6074999999999999
E43-04,-1.133,-0.4985
E43-06,0,0
E44-02,-0.708,-0.311
E44-08,0,0
E45-07,-0.026,-0.006
E45-09,-0.168,0
E46-01,-0.853,-0.385
E46-03,-0.1075,-0.007
E46-05,-0.0095,0
E46-06,-0.1275,-0.036
E46-08,-0.8714999999999999,-0.254
E50-02,-1.0699999999999998,-0.5865
E50-04,-0.0,-0.0
E50-06,-0.4085,-0.1765
E51-01,-1.072,-0.441
E51-03,-0.26,-0.1105
E51-05,0,0
E51-06,-0.3545,-0.17149999999999999
E51-10,-0.02,-0.01
E52-02,-0.186,-0.055
E52-03,-0.5175000000000001,-0.216
E52-05,0,0
E52-06,-0.005,0
E54-01,-0.325,-0.1135
E73-02,-0.488,-0.076
E73-08,-0.306,-0.091
