<FG2 'FG2-SHELL V4.04a' (Mai 11 2023) NOW(UTC):12.06.2024 15:27:04>
<FILE: C:\FG2_Shell_V3\data/A53964/raw/A53964_20240612162658.f2b>
<LOGGER: $A53964>
<FILESIZE: 21325 Bytes>
<MEMORY CLEAR>
<PARAMETER_SET: C:\FG2_Shell_V3\data/A53964/par/A53964_20240413112819.f2p>
<PERIOD: 86400 sec>
<TIME: 17.04.2024 11:03:20>
<HK-BATUSED: 57,3 % (CALC)>
NO;TIME;#1:oC:4A28;#2:oC:49B0;#3:oC:49F7;#4:oC:49CD;#5:oC:49B7;#6:oC:4A9F;#7:oC:491A;#8:oC:4999;#9:oC:4A45;#10:oC:49C3;#11:oC:4A4E;#12:oC:49D0;#13:oC:48FA;#14:oC:49F0;#15:oC:49E1;#16:oC:48C3;#17:oC:4896;#18:oC:49AC;#19:oC:499A;#20:oC:49B5;#21:oC:48C0;#22:oC:4898;#23:oC:48CB;#24:oC:4986;#25:oC:48C8;#26:oC:4962;#27:oC:4992;#28:oC:48F2;#29:oC:4893;#30:oC:48A8;#31:oC:48E1;#32:oC:49EC;#33:oC:48D5;#34:oC:48CF;#35:oC:496F;#36:oC:48C9;#37:oC:4952;#38:oC:48D9;#39:oC:49BD;#40:oC:48F7;HK-TEMP:oC;HK-BAT:V
1;17.04.2024 11:03:20;22,829;23,7392;22,735;23,0955;22,8806;23,1577;22,9788;22,8639;23,0309;22,7797;22,4722;22,839;22,8049;22,5485;22,8367;22,5305;22,6075;22,7796;23,8009;22,5638;22,5293;22,7311;22,9913;22,6209;22,7077;22,8669;22,9792;22,5637;22,7226;22,516;22,564;22,5266;23,7522;22,5502;22,7881;22,5869;22,8731;22,6311;23,0942;22,7946;12,75;3,590
<TIME: 18.04.2024 00:00:00>
93;12.06.2024 15:58:46;19,3;18,4772;18,82;18,9935;19,2996;18,9117;19,1788;18,7989;18,3479;19,0517;19,4232;18,196;19,4679;18,9075;19,4597;16,7425;19,5895;18,6686;19,3029;18,0918;19,3473;19,3061;16,8133;19,3509;18,2677;19,6189;18,4132;19,6637;19,2196;18,576;18,087;19,0476;18,5702;18,7422;18,8801;18,3809;19,1571;18,8791;18,4202;-18,0454;8,64;3,574
94;12.06.2024 16:00:46;19,35;18,4492;18,799;19,0015;19,2966;18,8937;19,1898;18,7769;18,3219;19,0277;19,4482;18,144;19,4959;18,8735;19,5037;16,6885;19,6335;18,6276;19,3599;18,0558;19,3993;19,3011;16,7893;19,3809;18,2457;19,6659;18,3802;19,7127;19,2366;18,551;18,052;19,0786;18,5572;18,7352;18,9041;18,3719;19,1701;18,9221;18,4322;-18,3324
95;12.06.2024 16:02:46;19,392;18,4282;18,779;19,0095;19,2946;18,8797;19,1968;18,7549;18,2999;19,0077;19,4722;18,104;19,5209;18,8465;19,5407;16,6515;19,6725;18,5906;19,4139;18,0288;19,4443;19,2921;16,7693;19,4009;18,2257;19,7089;18,3602;19,7547;19,2516;18,534;18,023;19,1036;18,5472;18,7282;18,9241;18,3699;19,1781;18,9731;18,4392;-18,5354
96;12.06.2024 16:04:46;19,428;18,4112;18,759;19,0165;19,2916;18,8697;19,2008;18,7389;18,2839;18,9927;19,4932;18,073;19,5409;18,8235;19,5747;16,6445;19,7115;18,5626;19,4609;18,0118;19,4873;19,2851;16,7613;19,4169;18,2167;19,7459;18,3412;19,7957;19,2656;18,521;18,001;19,1246;18,5472;18,7222;18,9461;18,3669;19,1851;19,0191;18,4772;-18,6494
97;12.06.2024 16:06:46;19,461;18,3992;18,742;19,0255;19,2896;18,8617;19,2068;18,7229;18,2679;18,9787;19,5122;18,054;19,5609;18,8035;19,6017;16,6435;19,7425;18,5396;19,5009;17,9978;19,5273;19,2811;16,7593;19,4289;18,2127;19,7809;18,3282;19,8277;19,2756;18,513;17,982;19,1396;18,5472;18,7182;18,9561;18,3629;19,1901;19,0361;18,6092;-18,7124
98;12.06.2024 16:08:46;19,494;18,3882;18,732;19,0305;19,2856;18,8537;19,2108;18,7129;18,2579;18,9667;19,5302;18,038;19,5799;18,7875;19,6287;16,6455;19,7725;18,5216;19,5369;17,9888;19,5623;19,2761;16,7633;19,4379;18,2097;19,8079;18,3182;19,8547;19,2816;18,509;17,969;19,1556;18,5482;18,7152;18,9741;18,3659;19,1931;19,0691;18,6262;-18,7184
99;12.06.2024 16:10:46;19,521;18,3802;18,719;19,0405;19,2846;18,8497;19,2148;18,7029;18,2509;18,9577;19,5442;18,028;19,5939;18,7735;19,6527;16,6575;19,7935;18,5086;19,5719;17,9878;19,5933;19,2741;16,7753;19,4459;18,2137;19,8329;18,3192;19,8767;19,2876;18,507;17,959;19,1716;18,5542;18,7132;18,9921;18,3709;19,2021;19,1021;18,6162;-18,6824
100;12.06.2024 16:12:46;19,548;18,3782;18,711;19,0495;19,2816;18,8487;19,2198;18,6969;18,2449;18,9547;19,5592;18,023;19,6079;18,7625;19,6747;16,6755;19,8165;18,4996;19,6029;17,9918;19,6203;19,2731;16,7893;19,4549;18,2187;19,8569;18,3182;19,8997;19,2956;18,51;17,956;19,1856;18,5612;18,7172;19,0091;18,3769;19,2071;19,1311;18,6442;-18,6044
101;12.06.2024 16:14:46;19,573;18,3772;18,705;19,0585;19,2826;18,8497;19,2278;18,6909;18,2429;18,9497;19,5712;18,021;19,6199;18,7545;19,6947;16,6785;19,8365;18,4936;19,6309;17,9968;19,6473;19,2731;16,8043;19,4639;18,2277;19,8759;18,3242;19,9167;19,3026;18,511;17,953;19,1996;18,5682;18,7202;19,0221;18,3849;19,2131;19,1591;18,6532;-18,5244
102;12.06.2024 16:16:46;19,578;18,3722;18,698;19,0695;19,2806;18,8477;19,2318;18,6849;18,2409;18,9467;19,5812;18,02;19,6339;18,7505;19,7067;16,6925;19,8525;18,4896;19,6499;18,0028;19,6683;19,2731;16,8123;19,4739;18,2347;19,8929;18,3292;19,9337;19,3106;18,515;17,95;19,1996;18,5732;18,7212;19,0211;18,3819;19,2161;19,1551;18,7222;-18,4314
103;12.06.2024 16:18:46;19,597;18,3732;18,695;19,0765;19,2786;18,8497;19,2348;18,6789;18,2399;18,9457;19,5932;18,022;19,6429;18,7435;19,7197;16,7205;19,8685;18,4866;19,6669;18,0128;19,6853;19,2741;16,8293;19,4779;18,2387;19,9079;18,3382;19,9447;19,3146;18,518;17,95;19,2076;18,5762;18,7252;19,0281;18,3869;19,2201;19,1631;18,7582;-18,3344;8,21;3,570
104;12.06.2024 16:20:46;19,617;18,3772;18,695;19,0845;19,2806;18,8567;19,2408;18,6779;18,2459;18,9477;19,6032;18,03;19,6519;18,7375;19,7337;16,7435;19,8775;18,4876;19,6879;18,0208;19,7053;19,2771;16,8613;19,4879;18,2537;19,9209;18,3482;19,9637;19,3236;18,525;17,957;19,2236;18,5922;18,7362;19,0471;18,3979;19,2301;19,1801;18,7872;-18,1684
<NEW PAR>
<PARAMETER_SET: C:\FG2_Shell_V3\data/A53964/par/A53964_20240612152549.f2p>
<PERIOD: 86400 sec>
<TIME: 12.06.2024 16:22:04>
<HK-BATUSED: 58,5 % (CALC)>
NO;TIME;#1:oC:4A28;#2:oC:49B0;#3:oC:49F7;#4:oC:49CD;#5:oC:49B7;#6:oC:4A9F;#7:oC:491A;#8:oC:4999;#9:oC:4A45;#10:oC:49C3;#11:oC:4A4E;#12:oC:49D0;#13:oC:48FA;#14:oC:49F0;#15:oC:49E1;#16:oC:48C3;#17:oC:4896;#18:oC:49AC;#19:oC:499A;#20:oC:49B5;#21:oC:48C0;#22:oC:4898;#23:oC:48CB;#24:oC:4986;#25:oC:48C8;#26:oC:4962;#27:oC:4992;#28:oC:48F2;#29:oC:4893;#30:oC:48A8;#31:oC:48E1;#32:oC:49EC;#33:oC:48D5;#34:oC:48CF;#35:oC:496F;#36:oC:48C9;#37:oC:4952;#38:oC:48D9;#39:oC:49BD;#40:oC:48F7;HK-TEMP:oC;HK-BAT:V
105;12.06.2024 16:22:04;19,018;18,3842;18,466;19,2775;19,0746;18,9427;19,3618;18,6009;18,3919;18,9767;19,5862;18,109;19,5979;18,6695;19,7617;16,9155;19,7975;18,1416;19,7009;17,7818;19,6873;19,1641;17,1583;18,8499;18,2927;19,9319;18,3242;19,9377;19,2836;18,553;18,043;19,0426;18,4912;18,7242;18,8621;18,3209;19,1871;19,1141;18,8862;-5,72739;7,91;3,566
<INFO: Decode OK, 105 Lines>
