<FG2 'FG2-SHELL V4.04a' (Mai 11 2023) NOW(UTC):12.06.2024 15:26:23>
<FILE: C:\FG2_Shell_V3\data/A5389E/raw/A5389E_20240612162616.f2b>
<LOGGER: $A5389E>
<FILESIZE: 28185 Bytes>
<MEMORY CLEAR>
<ERROR: PARAMETER SET NOT FOUND(1): C:\FG2_Shell_V3\data/A5389E/par/A5389E_20231011085432.f2p (Line 0)>
<PERIOD: 86400 sec>
<TIME: 07.02.2024 09:23:04>
<HK-BATUSED: 49,2 % (CALC)>
NO;TIME;#1:(unk.);#2:(unk.);#3:(unk.);#4:(unk.);#5:(unk.);#6:(unk.);#7:(unk.);#8:(unk.);#9:(unk.);#10:(unk.);#11:(unk.);#12:(unk.);#13:(unk.);#14:(unk.);#15:(unk.);#16:(unk.);#17:(unk.);#18:(unk.);#19:(unk.);#20:(unk.);HK-TEMP:oC;HK-BAT:V
1;07.02.2024 09:23:04;15,1332;15,094;15,2352;15,3607;15,4706;15,4313;15,0862;14,992;15,3999;15,2823;14,9528;15,0391;15,3921;15,0234;14,8665;15,1725;15,4156;15,2744;14,8822;15,6039;9,44;3,625
<NEW PAR>
<ERROR: PARAMETER SET NOT FOUND(1): C:\FG2_Shell_V3\data/A5389E/par/A5389E_20240207092344.f2p (Line 1)>
<PERIOD: 1800 sec>
<TIME: 07.02.2024 09:24:12>
<HK-BATUSED: 49,2 % (CALC)>
NO;TIME;#1:(unk.);#2:(unk.);#3:(unk.);#4:(unk.);#5:(unk.);#6:(unk.);#7:(unk.);#8:(unk.);#9:(unk.);#10:(unk.);#11:(unk.);#12:(unk.);#13:(unk.);#14:(unk.);#15:(unk.);#16:(unk.);#17:(unk.);#18:(unk.);#19:(unk.);#20:(unk.);HK-TEMP:oC;HK-BAT:V
77;08.02.2024 22:30:00;17,3773;17,6443;17,864;18,0211;17,9897;17,6992;17,4794;17,919;18,1624;17,6364;17,2753;18,1231;18,0054;17,2832;17,7777;18,1624;17,864;17,448;17,7071;17,0634
78;08.02.2024 23:00:00;17,3617;17,5972;17,817;17,9583;17,9347;17,6678;17,4637;17,864;18,0839;17,605;17,2675;18,0525;17,9426;17,2832;17,7306;18,0917;17,8091;17,448;17,6757;17,0634
79;08.02.2024 23:30:00;17,4951;17,7542;17,9033;18,0839;18,0917;17,9583;17,6521;17,9661;18,2016;17,919;17,3381;18,1781;18,1545;17,5422;17,8248;18,1859;18,0368;17,7542;17,8719;17,1654
80;09.02.2024 00:00:00;17,5579;17,817;17,9426;18,1231;18,131;18,0211;17,7149;18,0211;18,2487;17,974;17,3931;18,2252;18,2173;17,6129;17,8876;18,2331;18,0996;17,8091;17,9268;17,2125
81;09.02.2024 00:30:00;17,5658;17,817;17,9504;18,1074;18,1074;17,9347;17,7149;18,0211;18,2173;17,8798;17,4245;18,1859;18,1467;17,5658;17,9033;18,2095;18,0446;17,7385;17,9112;17,2282
82;09.02.2024 01:00:00;17,4872;17,6521;17,8562;17,9897;17,9426;17,7934;17,5893;17,9033;18,0839;17,7227;17,3695;18,0603;17,9897;17,448;17,7777;18,0525;17,919;17,605;17,7385;17,2361
83;09.02.2024 01:30:00;17,3303;17,4558;17,7071;17,8326;17,7777;17,605;17,4009;17,7306;17,9347;17,5344;17,2361;17,9033;17,8326;17,2675;17,605;17,8876;17,7463;17,4245;17,5265;17,1105;11,83;3,665
84;09.02.2024 02:00:00;17,1968;17,2989;17,5972;17,7149;17,6521;17,4637;17,2439;17,605;17,8091;17,3931;17,1262;17,7777;17,6992;17,1262;17,4716;17,7699;17,6207;17,2832;17,3773;16,9849
85;09.02.2024 02:30:00;17,134;17,2518;17,5422;17,6364;17,5736;17,3852;17,1733;17,5265;17,7149;17,3303;17,0556;17,6913;17,605;17,0556;17,4009;17,6835;17,5186;17,2125;17,3381;16,9221
86;09.02.2024 03:00:00;17,2204;17,3695;17,5972;17,6835;17,6207;17,4872;17,291;17,5972;17,762;17,4323;17,1026;17,7385;17,6599;17,1733;17,4716;17,7227;17,5893;17,346;17,4637;17,0006
87;09.02.2024 03:30:00;17,189;17,3067;17,55;17,6364;17,5815;17,4402;17,2518;17,55;17,7149;17,3773;17,0869;17,6992;17,605;17,1262;17,4323;17,6835;17,5422;17,2832;17,3931;16,9614
88;09.02.2024 04:00:00;17,0869;17,189;17,4794;17,5658;17,4951;17,3303;17,134;17,4637;17,6364;17,2596;17,0163;17,6207;17,5186;17,0242;17,3303;17,6129;17,4402;17,1812;17,2675;16,8672
89;09.02.2024 04:30:00;16,9928;17,0791;17,3931;17,4716;17,4088;17,2282;17,0163;17,3695;17,55;17,1576;16,93;17,5344;17,4323;16,93;17,2282;17,5265;17,3538;17,0791;17,1576;16,7809
90;09.02.2024 05:00:00;16,9536;17,0634;17,346;17,4166;17,3538;17,1733;16,9771;17,3146;17,4872;17,1105;16,8829;17,4716;17,3695;16,8829;17,189;17,4558;17,291;17,0399;17,1419;16,7416
91;09.02.2024 05:30:00;17,0791;17,2125;17,4245;17,4794;17,4323;17,3381;17,1497;17,4009;17,55;17,2753;16,9457;17,5344;17,4716;17,0399;17,2675;17,5265;17,4088;17,2125;17,3146;16,8593
92;09.02.2024 06:00:00;17,1105;17,2439;17,4951;17,5422;17,4716;17,3538;17,1733;17,4637;17,5972;17,2832;17,0006;17,605;17,503;17,0556;17,3381;17,5815;17,4402;17,2125;17,3303;16,8751
93;09.02.2024 06:30:00;17,0242;17,134;17,4245;17,4716;17,3931;17,2596;17,0556;17,3931;17,5422;17,189;16,9378;17,5344;17,4245;16,9536;17,2518;17,5265;17,3617;17,1105;17,2125;16,7887;11,46;3,659
94;09.02.2024 07:00:00;16,9536;17,0791;17,4009;17,448;17,3695;17,1968;16,9771;17,3617;17,5108;17,134;16,8829;17,5186;17,3931;16,8907;17,2047;17,503;17,3146;17,0399;17,1419;16,7259
95;09.02.2024 07:30:00;16,93;17,0242;17,3224;17,4166;17,3695;17,189;16,9536;17,3224;17,4951;17,1183;16,8593;17,4794;17,4009;16,8672;17,1968;17,4637;17,3067;17,0242;17,0791;16,7102
96;09.02.2024 08:00:00;16,8986;16,9771;17,2439;17,3695;17,3381;17,1576;16,9143;17,2753;17,4245;17,0869;16,828;17,4323;17,3617;16,828;17,1576;17,4088;17,2832;16,9849;17,0242;16,671
97;09.02.2024 08:30:00;16,8672;16,9457;17,2282;17,346;17,3224;17,1262;16,8751;17,2518;17,4088;17,0556;16,8044;17,4166;17,3538;16,7887;17,1419;17,3931;17,2675;16,9536;16,9928;16,6475
98;09.02.2024 09:00:00;16,8515;16,9378;17,2282;17,346;17,3224;17,1262;16,8672;17,2518;17,4245;17,0477;16,7809;17,4166;17,3538;16,7809;17,1419;17,3931;17,2675;16,9378;16,9771;16,6239
99;09.02.2024 09:30:00;16,8672;16,9771;17,2753;17,3931;17,3617;17,1497;16,8829;17,2832;17,4637;17,0713;16,7966;17,4558;17,3931;16,7887;17,1654;17,4323;17,291;16,9536;17,0085;16,6396
100;09.02.2024 10:00:00;16,8751;16,9928;17,2832;17,4009;17,3695;17,1576;16,8986;17,3067;17,4716;17,0869;16,8044;17,4716;17,4009;16,7966;17,189;17,448;17,3067;16,9692;17,032;16,6396
101;09.02.2024 10:30:00;16,8515;16,9614;17,2596;17,3931;17,3538;17,134;16,8751;17,2832;17,4637;17,0556;16,7887;17,4558;17,3773;16,7809;17,1654;17,4323;17,2832;16,9536;17,0085;16,6239
102;09.02.2024 11:00:00;16,7887;16,8986;17,1812;17,2753;17,2596;17,0477;16,8123;17,1968;17,2989;16,9849;16,7259;17,346;17,2675;16,7181;17,0713;17,2989;17,1654;16,8751;16,9378;16,569
103;09.02.2024 11:30:00;16,8358;16,9536;17,2596;17,4166;17,3852;17,1576;16,8829;17,291;17,448;17,1105;16,7495;17,448;17,4402;16,7573;17,1497;17,4088;17,2989;16,93;17,0085;16,6082;11,46;3,662
104;09.02.2024 12:00:00;16,8515;16,9771;17,2753;17,3931;17,3695;17,1576;16,8907;17,2989;17,4166;17,0869;16,773;17,448;17,4009;16,773;17,1733;17,4166;17,291;16,9457;17,0163;16,6082
<NEW PAR>
<PARAMETER_SET: C:\FG2_Shell_V3\data/A5389E/par/A5389E_20240209120432.f2p>
<PERIOD: 86400 sec>
<TIME: 09.02.2024 12:05:12>
<HK-BATUSED: 49,3 % (CALC)>
NO;TIME;#1:oC:39BF;#2:oC:3BD0;#3:oC:3C14;#4:oC:3C0A;#5:oC:3C58;#6:oC:3BDD;#7:oC:39B3;#8:oC:3CFE;#9:oC:3C09;#10:oC:3BB9;#11:oC:3D03;#12:oC:3AF0;#13:oC:3C59;#14:oC:3BEB;#15:oC:3C65;#16:oC:3C16;#17:oC:3CDD;#18:oC:3B07;#19:oC:3CA4;#20:oC:3C4A;HK-TEMP:oC;HK-BAT:V
105;09.02.2024 12:05:12;17,4637;17,6835;17,9033;18,076;17,919;17,6443;17,3381;17,8013;17,9033;17,5422;17,4166;17,9661;17,7699;17,134;17,6678;17,8484;17,6678;17,2989;17,7385;17,5972;11,65;3,654
<TIME: 10.02.2024 00:00:00>
106;10.02.2024 00:00:00;9,36511;9,38861;9,39644;9,38077;9,38861;9,48257;9,38861;9,34163;9,35728;9,43559;9,27899;9,37296;9,40427;9,40427;9,31815;9,29463;9,42776;9,55304;9,49823;9,01277;3,61;3,651
107;11.02.2024 00:00:00;9,85846;9,85846;9,87413;9,86629;9,89761;9,96028;9,86629;9,81148;9,81929;9,91327;9,78015;9,79581;9,86629;9,86629;9,78015;9,77231;9,87413;10,0151;9,94461;9,45125
108;12.02.2024 00:00:00;9,25549;9,28682;9,27899;9,26332;9,28682;9,36511;9,27115;9,23199;9,23982;9,40427;9,1537;9,21634;9,31815;9,3103;9,17719;9,18503;9,34163;9,45125;9,38077;9,03625
109;13.02.2024 00:00:00;8,68394;8,65263;8,68394;8,6683;8,69962;8,75441;8,73093;8,69179;8,69962;8,77007;8,61349;8,7231;8,74658;8,73093;8,66046;8,66046;8,77007;8,8875;8,80922;8,73875
110;14.02.2024 00:00:00;8,12816;8,09685;8,11252;8,14383;8,18295;8,24557;8,18295;8,19861;8,1673;8,30037;8,03423;8,21426;8,22209;8,13599;8,17514;8,19078;8,22992;8,30037;8,26123;8,27689
111;15.02.2024 00:00:00;9,92896;10,3519;10,1169;9,88979;9,86629;10,4067;10,1796;10,4224;10,2109;10,0621;9,77231;11,0804;10,7905;10,344;10,3206;10,3284;10,8767;10,7043;10,9785;11,5191
112;16.02.2024 00:00:00;9,4669;9,49823;9,5139;9,45125;9,5139;9,60004;9,49823;9,48257;9,48257;9,49823;9,41209;9,48257;9,5139;9,4669;9,45125;9,44342;9,5139;9,60786;9,58437;9,36511
113;17.02.2024 00:00:00;10,1326;10,1561;10,1561;10,1404;10,1717;10,2579;10,1482;10,1012;10,1091;10,1952;10,0778;10,0856;10,1561;10,1247;10,0621;10,0464;10,1796;10,2657;10,2344;9,98376
114;18.02.2024 00:00:00;10,1482;10,1796;10,1796;10,1717;10,1952;10,2736;10,1717;10,1326;10,1404;10,2031;10,1012;10,1169;10,1874;10,1482;10,0934;10,0856;10,1952;10,2971;10,2501;9,99942
115;19.02.2024 00:00:00;10,1561;10,1874;10,2031;10,1717;10,2109;10,2814;10,1874;10,1717;10,1639;10,2187;10,1091;10,1639;10,2109;10,1561;10,1247;10,1326;10,2109;10,2971;10,2657;10,0621
116;20.02.2024 00:00:00;9,74883;9,79581;9,78015;9,74883;9,8428;9,89761;9,76448;9,80363;9,81148;9,78796;9,6705;9,81929;9,83496;9,70966;9,78015;9,79581;9,81929;9,85846;9,88194;9,68617;4,53;3,652
117;21.02.2024 00:00:00;8,61349;8,70743;8,64482;8,54305;8,69962;8,82486;8,63698;8,70743;8,69962;8,75441;8,49608;8,77789;8,77007;8,58218;8,69179;8,70743;8,78574;8,73875;8,80922;8,80922
118;22.02.2024 00:00:00;9,35728;9,38077;9,40427;9,32596;9,38077;9,4669;9,37296;9,38077;9,36511;9,43559;9,29463;9,36511;9,39644;9,32596;9,34163;9,34163;9,39644;9,4669;9,4669;9,28682
119;23.02.2024 00:00:00;9,12238;9,18503;9,19286;9,12238;9,20068;9,27899;9,13022;9,20068;9,18503;9,17719;9,05193;9,22418;9,20851;9,08324;9,17719;9,16153;9,20068;9,23982;9,28682;9,18503
120;24.02.2024 00:00:00;8,10468;8,15164;8,08121;7,83073;7,95596;8,2534;8,14383;8,15164;7,9951;8,10468;8,05772;8,23776;8,19078;8,11252;8,1673;8,17514;8,26906;8,2534;8,26906;8,26906
121;25.02.2024 00:00:00;8,0499;8,06554;8,02641;7,85423;7,98727;8,18295;8,09685;8,10468;8,01076;8,00293;8,01076;8,15947;8,13599;8,04207;8,12035;8,12816;8,15947;8,19078;8,17514;8,07338
122;26.02.2024 00:00:00;8,30037;8,37082;8,37865;8,15164;8,20645;8,40997;8,33951;8,33951;8,22992;8,37865;8,2534;8,33951;8,32387;8,3082;8,32387;8,3082;8,3943;8,45692;8,46477;8,26123
123;27.02.2024 00:00:00;8,2534;8,31602;8,3082;8,05772;8,09685;8,35518;8,29254;8,28471;8,15164;8,31602;8,19861;8,29254;8,24557;8,2534;8,26906;8,2534;8,33951;8,40213;8,40997;8,20645
124;28.02.2024 00:00:00;8,52739;8,61349;8,62915;8,51172;8,5352;8,67613;8,55087;8,56653;8,54305;8,65263;8,46477;8,5587;8,58218;8,51172;8,51956;8,52739;8,62915;8,66046;8,68394;8,40997
125;29.02.2024 00:00:00;8,40213;8,37865;8,48041;8,48041;8,51172;8,55087;8,42561;8,43344;8,47258;8,57436;8,34734;8,4491;8,51172;8,42561;8,3943;8,44128;8,52739;8,56653;8,46477;8,37082
126;01.03.2024 00:00:00;8,5352;8,51172;8,64482;8,62915;8,6683;8,69179;8,58218;8,61349;8,64482;8,73875;8,48824;8,63698;8,69179;8,58218;8,56653;8,63698;8,69962;8,7231;8,61349;8,54305;2,75;3,642
127;02.03.2024 00:00:00;8,45692;8,42561;8,58218;8,57436;8,59784;8,64482;8,52739;8,56653;8,60567;8,6683;8,40213;8,59784;8,65263;8,54305;8,51172;8,60567;8,66046;8,67613;8,5352;8,51172
128;03.03.2024 00:00:00;9,10674;9,09106;9,13022;9,14587;9,18503;9,22418;9,11456;9,06758;9,10674;9,23199;9,05193;9,07541;9,16153;9,09106;9,0441;9,05974;9,17719;9,22418;9,1537;8,89534
